Region (Bhf);Techn. Platz (Bhf);Bezeichnung (Bhf);Bezeichn. TP (EQ);Equipment (EQ);Bezeichnung (EQ);Postleitzahl (EQ);Ort (Bhf);Standort EQ;Hersteller (EQ);Baujahr (EQ);Klassenbezeichnung;ANTRIEBSART;ANZAHL_HALTESTELLEN;ANZAHL_TUEREN_KABINE;ANZAHL_TUEREN_SCHACHT;FOERDERGESCHWINDIGKEIT;FOERDERHOEHE;LAGE;TRAGKRAFT;ERWEITERTE_ORTSANGABE;MIN_TUERBREITE;KABINENTIEFE;KABINENBREITE;KABINENHOEHE;AUSFTEXTLICHEBESCHREIBUNG;TUERHOHE;FABRIKNUMMER;TUERART;GEOKOORDINATERECHTSWERTNEU;GEOKOORDINATEHOCHWERTNEU;NAMEGEMAESSWEGELEITSYSTEM;VERKEHRENDEVERKEHRSMITTEL
;;;Gebäude (Hochbau), Aufzugsschacht;10013711;AZ Nr. 2, BSTG. 2  ZUM BSTG 3;03253;Doberlug-Kirchhain;BSTG. 2 ZUM BSTG 3;OTIS GmbH & Co. OHG;2007;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;5,810000000000001;INTEGRIERT;1050,0;"GL2;GL3";1000,0;2700,0;1480,0;2200,0;von Gleis 2 zu Gleis 3;2100,0;47KAG373;ZS2;13,5645892;51,620815;;
;;;;10013714;Aufzug Nr. 1, BSTG.1 ZUM BSTG.3;03253;Doberlug-Kirchhain;BSTG.1 ZUM BSTG.3;OTIS GmbH & Co. OHG;2007;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;5,64;INTEGRIERT;1050,0;"GL1;GL3";1000,0;2700,0;1480,0;2200,0;von Gleis 1 zu Gleis 3;2100,0;47KAG372;ZS2;13,5640052;51,620683;;
;01444;Eberswalde Hbf;Bahnsteig GL 1;10274842;Gl.1 AZ Fabrik Nr: 244003-105;16225;Eberswalde;VOM GL1 IN DIE PU;Thyssen Krupp;2003;Personenaufzüge;SEIL;2,0;2,0;4,0;1,0;4,78;AUßEN;1000,0;"GL1 ; PU";900,0;2100,0;1100,0;2300,0;zu Gleis 1;2100,0;244003-105;ZS2;13,7972272;52,8337565;;Regionalverkehr
;;;Bahnsteig GL 2/3;10274843;Gl. 2/3 AZ Fabrik Nr: 244003-104;16225;Eberswalde;VOM BSTG IN DIE PU;Thyssen Krupp;2003;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;4,78;AUßEN;1000,0;"GL2/3;PU";900,0;2100,0;1100,0;2300,0;zu Gleis 2/3;2100,0;244003-104;ZS2;13,7970243;52,8338332;;Regionalverkehr
;;;Bahnsteig GL 4/5;10274845;Gl.4/5 AZ Fabrik Nr: 244003-106;16225;Eberswalde;VOM BSTG IN DIE PU;Thyssen Krupp;2003;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;4,78;AUßEN;1000,0;"GL.4/5;";900,0;2100,0;1100,0;2300,0;zu Gleis 4/5;2100,0;244003-106;ZS2;13,796788;52,8339225;;Regionalverkehr
;01569;Elsterwerda;Bahnsteig 1 (Hausbahnsteig);10502006;AZ Bstg 1 zu PU Fabr. Nr. 10792556;04910;Elsterwerda;BAHNSTEIG 1 > AM TUNNELEINGANG;Schindler GmbH;2015;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;4,373;TUNNEL > BSTG. 1;1050,0;"GL. 1; PERSONENUNTERFÜHRUNG";1000,0;2250,0;1100,0;2200,0;zu Gleis 1;2100,0;10792556;ZS2;13,5166138;51,4598673;;
;;;Bahnsteig 2/3;10502005;AZ Bstg 2-3 zu PU Fab.Nr. 10792555;04910;Elsterwerda;BAHNSTEIG 2/3>AM TUNNELEINGANG;Schindler GmbH;2015;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;4,2;TUNNEL > BSTG. 2/3;1000,0;"GL. 2/3; PERSONENUNTERFÜHRUNG";1000,0;2250,0;1050,0;2200,0;zu Gleis 2/3;2100,0;10792555;ZS2;13,5164418;51,4599139;;
;01645;Erkner;Erdgeschoss;10448915;AZ 284009046 S-Bahnsteig;15537;Erkner;S-BAHNSTEIG ZUR EMPFANGSHALLE;Thyssen Krupp;2011;Personenaufzüge;SEIL;2,0;4,0;4,0;1,0;5,5;S-BAHNSTEI ZUR EMPFANGSHALLE;675,0;"S-BAHNSTEIG;EMPFANGSHALLE";900,0;1400,0;1100,0;2200,0;zu Gleis 31 (S-Bahn);2100,0;284009046;ZS2;13,75195046;52,42792489;;
;01752;Falkenberg (Elster);Aufzugsschacht (Stahlkonstrukt) B.1>B.6;10431175;AZ Nr.1, BSTG.1>BSTG.6 Fab.Nr. 47NAG362;04895;Falkenberg (Elster);BSTG.1 ZUM BSTG.6;OTIS GmbH & Co. OHG;2009;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;7,3;AUßEN FREISTEHEND;1050,0;"GL1;GL6";1000,0;2250,0;1100,0;2300,0;von Gleis 1 zu Gleis 6;2100,0;47NAG362;ES2;13,2472277;51,5833428;;
;;;Aufzugsschacht (Stahlkonstrukt) B.1>B.7;10431314;AZ Nr.2, BSTG.1>BSTG.7 Fabr.Nr. 47NAG360;04895;Falkenberg (Elster);BSTG.1 ZUM BSTG.7;OTIS GmbH & Co. OHG;2009;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;7,26;AUßEN FREISTEHEND;1050,0;"GL1;GL7";1000,0;2250,0;1100,0;2300,0;von Gleis 1 zu Gleis 7;2100,0;47NAG360;ES2;13,2473442;51,5830956;;
;;;Aufzugsschacht(Stahlkonstrukt) B.2/3>B.6;10431316;AZ Nr.3,BSTG.2/3>BSTG.6 Fabr.Nr.47NAG361;04895;Falkenberg (Elster);BSTG. 2/3 ZUM BSTG.6;OTIS GmbH & Co. OHG;2009;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;7,26;AUßEN FREISTEHEND;1050,0;"GL2/3;GL6";1000,0;2250,0;1100,0;2300,0;von Gleis 2/3 zu Gleis 6;2100,0;47NAG361;ES2;13,2475072;51,5833468;;
;01757;Falkensee;Bahnsteig 1 Ri Nauen;10489669;Az Gl. 1 Fabrik.Nr.:284013091;14612;Falkensee;BSTG 1 ZUM PTU;ThyssenKrupp Aufzüge GmbH;2013;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;4,706;PTU ZU BSTG.1;1050,0;PTU ZU BSTG.1;1000,0;2100,0;1100,0;2250,0;zu Gleis 1;2100,0;284013091;ZS2;13,09079363;52,55954384;Aufzug Gleis 1;Regionalverkehr
;01795;Finsterwalde (Niederlausitz);Bahnsteig 1;10502904;Aufzug Gl. 1 Fab.Nr 10910780 (HA342);03238;Finsterwalde;BAHNSTEIG 1;Fa. Schindler;2016;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;7,434;AUßEN;1050,0;GL.1 PERSONENÜBERFÜHRUNG;1000,0;2100,0;1100,0;2200,0;zu Gleis 1;2100,0;10910780;ZS2;13,710959;51,6371146;;
;;;Bahnsteig 2;10502905;Aufzug Bstg. 2 Fab.Nr. 10910785 (HA343);03238;Finsterwalde;BAHNSTEIG 2;Fa. Schindler;2016;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;7,389;AUßEN;;"GL. 2 ; PERSONENÜBERFÜHRUNG";1000,0;2100,0;1100,0;2200,0;zu Gleis 2;2100,0;10910785;ZS2;13,7109819;51,6372398;;
;01859;Frankfurt (Oder);Bahnsteig 02, Gl.5/6;10020100;AZ 23455 Gl. 5/6;15230;Frankfurt (Oder);BSTG GL.5/6 IN DIE PU;Tepper Aufzüge GmbH;2003;Personenaufzüge;SEIL;2,0;1,0;1,0;0,8;4,600000000000001;VOM BSTG IN DIE PU;1065,0;"GL. 5/6;PU";1000,0;2000,0;1100,0;2200,0;zu Gleis 5/6;2100,0;23455;ES2;14,5468333;52,3365212;;
;;;Bahnsteig 03, Gl.9/10;10020096;AZ 23456 Gl.9/10;15230;Frankfurt (Oder);BSTG GL. 9/10 IN DIE PU;Tepper Aufzüge GmbH;2003;Personenaufzüge;SEIL;2,0;1,0;1,0;0,8;4,600000000000001;"BSTG; PU";1065,0;"GL. 9/10;PU";1000,0;2000,0;1100,0;2200,0;zu Gleis 9/10;2100,0;23456;ES2;14,5464887;52,3363696;;
;;;Bahnsteig 04, Gl.11/12;10020102;AZ 23457 Gl.11/12;15230;Frankfurt (Oder);BSTG GL.11/12 IN DIE PU;Tepper Aufzüge GmbH;2003;Personenaufzüge;SEIL;2,0;1,0;1,0;0,8;4,600000000000001;VOM BSTG IN DIE PU;1065,0;"GL. 11/12;PU";1000,0;2000,0;1100,0;2200,0;zu Gleis 11/12;2100,0;23457;ES2;14,5462545;52,3362673;;
;01980;Fürstenwalde (Spree);Bahnsteig 01- Hausbahnsteig;10542592;AZ Fab.Nr. 10866138 Gl.1 Hausbahnsteig;15517;Fürstenwalde (Spree);GL.1 ZUR PÜ;Schindler GmbH;2016;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;6,275;AUßEN;1000,0;AZ FAB.NR. 10866138 GL.1 HAUSB;1000,0;2100,0;1100,0;2200,0;zu Gleis 1;2100,0;10866138;ZS2;14,0595488;52,3666664;;
;;;Bahnsteig 02 Inselbahnsteig;10542594;AZ Fab.Nr. 10866139 Gl. 2/3 Mittelbahnst;15517;Fürstenwalde (Spree);GL.2/3 ZUR PÜ;Schindler GmbH;2016;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;5,732;AUßEN;1000,0;AZ FABNR 10866139 GL. 2/3;1000,0;2100,0;1100,0;2200,0;zu Gleis 2/3;2100,0;10866139;;14,0597869;52,3668678;;
;;;Überführung als Bahnsteigszugang;10542593;AZ FabNr 10866140 Ausgang P+R-Nord;15517;Fürstenwalde (Spree);P&R ZUR PÜ;Schindler GmbH;2016;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;5,905;AUßEN;1000,0;AZ FABNR 10866140 AUSGANG P+R-;1000,0;2100,0;1100,0;2200,0;Ausgang P&R - Nord;2100,0;10866140;;14,0598719;52,3669841;;
;02268;Potsdam Griebnitzsee;Bahnsteig Gl. 3;10501448;Az Gl. 3 zu PTU Fabr.Nr.10910737;14482;Potsdam;BSTG 3 ZUM PTU;Fa. Schindler;2017;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;4,87;PTU-GL.3;1050,0;"BSTG GL 3; PU";1000,0;2100,0;1100,0;2200,0;zu Gleis 3;2100,0;10910737;ZS2;13,1286335;52,394449;Az Gl.3;Regio, S-Bahn
;;;Bahnsteig Gl. 5;10448916;Az Gl. 5 Fabrik.Nr.:284010027;14482;Potsdam;BSTG 5 ZUM PTU;Thyssen Krupp;2010;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;4,201000000000001;BSTG ENDE;1050,0;BSTG ENDE;1000,0;2200,0;1150,0;2100,0;zu Gleis 5;2000,0;284010027;ZS2;13,1286558;52,3941879;AUFZUG GLEIS 5;Regionalverkehr
;;;S-Bahnsteig, Gl. 1/2;10448917;Az Gl. 1/2 Fabrik.Nr.:284010028;14482;Potsdam;BSTG 1/2 ZUM PTU;Thyssen Krupp;2010;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;4,907;BSTG ENDE;1000,0;BSTG ENDE;1000,0;2200,0;1150,0;2100,0;zu Gleis 1/2;2000,0;284010028;ZS2;13,1285927;52,3945647;AUFZUG GLEIS 1/2;S-Bahn
;02691;Hennigsdorf (b Berlin);Personentunnel  01;10090640;Az GL 1/5 Fabrik Nr.:47 KK 6683;16761;Hennigsdorf;VOM PU ZUM BSTG GL 1/5;OTIS GmbH & Co. OHG;1999;Personenaufzüge;HYDRAULISCH;2,0;2,0;2,0;0,6;6,157;AUßEN;1425,0;"PU; BSTG GL 1/5";900,0;2100,0;1100,0;2300,0;zu Gleis 1/5 (S-Bahn);2100,0;47KK6683;ZS2;13,2056473;52,6377811;;S-Bahn
;;;;10334189;Az Gl 6/7 Fabrik Nr.:47KAF 813;16761;Hennigsdorf;VOM PU ZUM BSTG GL 6/7;Thyssen Krupp;2007;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;5,87;AUßEN;1025,0;"PU; GL 6/7";1000,0;2100,0;1100,0;2300,0;zu Gleis 6/7 (S-Bahn);2100,0;47KAF 813;ZS2;13,2059062;52,6378233;;S-Bahn
;02832;Hohen Neuendorf (b Berlin);S-Bahnsteig 01;10216020;AZ Gl. 1-2 / Fabrik-Nr: 47KAJ021;16540;Hohen Neuendorf;;OTIS GmbH & Co. OHG;2008;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;5,28;AUßEN;1070,0;"GL1/2;AUSGANG";1000,0;2100,0;1100,0;2200,0;zu Gleis 3/4 (S-Bahn);2100,0;47KAJ021;ZS2;13,2871746;52,6697995;;
;02871;Teltow Stadt;S-Bahnsteig 01;10293911;AZ Gl. 1-2 / Fabrik-Nr: 47NP9343;14513;Teltow;;OTIS GmbH & Co. OHG;2004;Personenaufzüge;SEIL;2,0;2,0;2,0;0,6;4,93;AUßEN;1050,0;"GL1/2;AUSGANG";900,0;2100,0;960,0;2300,0;zu Gleis 1/2 (S-Bahn);2100,0;47NP9343;ES2;13,2757821;52,3967419;;
;02901;Hoppegarten (Mark);Sonstiges;10447399;Personen  AZ 15 Jahre Gemeinde Betrieb;15366;Hoppegarten;;Otis;2008;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;5,46;;1070,0;;;;;;;;;;13,673737;52,518336;;
;03071;Jüterbog;Bahnsteig 1/5,Ri.Wittenberg;10467777;Az Gl. 1/5 Fabrik.Nr.:284011159;14913;Jüterbog;BSTG 1/5 ZUM PTU;Thyssen Krupp;2012;Personenaufzüge;SEIL;2,0;1,0;1,0;1,0;4,5;PTU ZU BSTG;1000,0;PTU ZU BSTG;1000,0;2300,0;1150,0;2200,0;zu Gleis 1/5;2100,0;284011159;ZS2;13,0544427;51,9978362;AUFZUG GLEIS 1/5;Regionalverkehr
;;;Bahnsteig 2,Ri Berlin;10467775;Az Gl. 2 Fabrik.Nr.:284011158;14913;Jüterbog;BSTG 2 ZUM PTU;Thyssen Krupp;2012;Personenaufzüge;SEIL;2,0;1,0;1,0;1,0;4,5;PTU ZU BSTG;1000,0;PTU ZU BSTG;1000,0;2300,0;1150,0;2200,0;zu Gleis 2;2100,0;284011158;ZS2;13,0546;51,9977473;AUFZUG GLEIS 2;Regionalverkehr
;03343;Königs Wusterhausen;Bahnsteig 1 (Hausbahnsteig);10492806;PAZ West Bstg. 1 FabrNr.10760322Tun>Bst1;15711;Königs Wusterhausen;TUNNEL > BSTG. 1;Schindler GmbH;2014;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;4,505;TUNNEL > BSTG. 1;1050,0;"BSTG.1;TUNNEL";1000,0;2250,0;1050,0;2300,0;zu Gleis 1;2100,0;10760322;ZS2;13,6312832;52,2970944;;
;;;Bahnsteig 2/3;10492805;PAZ Bstg.2/3 FabrNr.10760323 Tun>Bstg2/3;15711;Königs Wusterhausen;TUNNEL > BSTG. 2/3;Schindler GmbH;2014;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;4,810000000000001;TUNNEL > BSTG. 2/3;1050,0;"BSTG.2/3;TUNNEL";1000,0;2250,0;1050,0;2300,0;zu Gleis 2/3;2100,0;10760323;ZS2;13,63152;52,2971048;;
;03802;Lübben (Spreewald);Bahnsteig 1 (Hausbahnsteig);10488800;AZ Gl.1 HA252 Fab.284013100Tunnel>Bstg.1;15907;Lübben;TUNNEL > BSTG. 1;Thyssen Krupp;2014;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;4,645000000000001;TUNNEL > BSTG. 1;1000,0;"BSTG.1;TUNNEL";1000,0;2100,0;1100,0;2050,0;zu Gleis 1;2000,0;284013100;ZS2;13,8777628;51,9395187;;
;;;Bahnsteig 2/3;10488801;AZ Gl.2-3 HA253 Fab.284013101Tunnel>Bstg;15907;Lübben;TUNNEL > BSTG. 2/3;Thyssen Krupp;2014;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;4,577;TUNNEL > BSTG. 2/3;1000,0;"BSTG. 2/3; TUNNEL";1000,0;2100,0;1100,0;2050,0;zu Gleis 2/3;2000,0;284013101;ZS2;13,8775429;51,9393856;;
;03805;Lübbenau (Spreewald);Bahnsteig 1;10467809;AZ Bstg.1 HA-Nr 203;03222;Lübbenau;BAHNSTEIG 1;Thyssen Krupp;2012;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;6,310000000000001;TUNNEL > BSTG. 1;1000,0;"GL1;TUNNEL";1000,0;2100,0;1100,0;2050,0;zu Gleis 1;2000,0;286111072;ZS2;13,96167007;51,8619366;;
;;;Bahnsteig 2/3;10467808;AZ Bstg. 2/3 HA-Nr 204;03222;Lübbenau;BAHNSTEIG 2/3;Thyssen Krupp;2012;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;6,0;TUNNEL > BSTG. 2/3;1000,0;"GL2/3;TUNNEL";1000,0;2100,0;1100,0;2050,0;zu Gleis 2/3;2000,0;286111073;ZS2;13,96155084;51,86182394;;
;03827;Luckenwalde;Bahnsteig 3 Ri Jüterbog;10502890;Az Gl. 3 Ri. Jüterbog Fabrnr. 10878182;14943;Luckenwalde;BSTG 3 ZUM PTU;Schindler GmbH;2016;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;5,020000000000001;GLEIS 3;1000,0;"PU; GL.3";900,0;1950,0;1100,0;2200,0;zu Gleis 3;2000,0;10878182;ZS2;13,1599996;52,0905157;AZ Gl. 3;Regionalverkehr
;;;Bahnsteig 4 Ri Berlin;10502889;Az Gl. 4 Ri. Berlin Fabrnr. 10878183;14943;Luckenwalde;BSTG 4 ZUM PTU;Schindler GmbH;2016;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;5,14;PU - GL.4;1000,0;"PU; GL.4";900,0;1950,0;1100,0;2200,0;zu Gleis 4;2000,0;10878183;ZS2;13,1603624;52,0903684;AZ Gl. 4;Regionalverkehr
;03835;Ludwigsfelde;Bahnsteig 1 Ri. Jüterbog;10493413;Az Gl. 1 Fabrik.Nr.:284013095;14974;Ludwigsfelde;BSTG 1 ZUM PTU;Thyssen Krupp;2014;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;4,248;BSTG. TUNNEL;675,0;BSTG. TUNNEL;900,0;1540,0;1100,0;2200,0;zu Gleis 1;2100,0;284013095;ZS2;13,2673725;52,298906;AUFZUG GLEIS 1;Regionalverkehr
;;;Bahnsteig 2/4 Ri. Berlin;10493414;Az Gl. 2/4 Fabrik.Nr.:284013096;14974;Ludwigsfelde;BSTG 2/4 ZUM PTU;Thyssen Krupp;2014;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;4,195;BSTG. ANFANG;675,0;BSTG. ANFANG - PTU;900,0;1540,0;1100,0;2200,0;zu Gleis 2/4;2100,0;28401396;ZS2;13,2676335;52,2988303;AUFZUG GLEIS 2/4;Regionalverkehr
;03891;Mahlow;Bahnsteig 1 (Inselbahnsteig);10149491;AZ Gl. 1-2 - PU / Fabrik-Nr: 284008083;15831;Mahlow;S-BAHNSTEIG (INSELBAHNSTEIG);Thyssen Krupp;2009;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;4,520000000000001;AUßEN;1050,0;"GL1/2;AUSGANG";1000,0;2100,0;1100,0;2200,0;zu Gleis 2/3;2100,0;284008083;ZS2;13,4080122;52,360067;;
;04099;Michendorf;Inselbahnsteig Bstg.1/2 Gl.163-164;10483534;Az Gl. 1/2 Fabrik.Nr.:284012128;14552;Michendorf;BSTG 1/2 ZUM PTU;Thyssen Krupp;2014;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;4,34;PTU ZU BSTG;1050,0;PTU ZU BSTG;1000,0;2250,0;1100,0;2200,0;zu Gleis 1/2;2100,0;284012127;ZS2;13,03086113;52,31641693;AUFZUG GLEIS 1/2;Regionalverkehr
;;;Inselbahnsteig Bstg.3/4 Gl.161-162;10483535;Az Gl. 3/4 Fabrik.Nr.:284012127;14552;Michendorf;BSTG 3/4 ZUM PTU;Thyssen Krupp;2014;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;4,34;PTU ZU BSTG;1050,0;PTU ZU BSTG;1000,0;2250,0;1100,0;2200,0;zu Gleis 3/4;2100,0;284012128;ZS2;13,03068185;52,31652653;AUFZUG GLEIS 3/4;Regionalverkehr
;;;Personentunnel  01;10483533;Az Vorplatz-EG Fabrik.Nr.:284012126;14552;Michendorf;STRAßE ZUM PTU;Thyssen Krupp;2014;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;2,72;PTU ZU VORPLATZ;1050,0;PTU ZU VORPLATZ;1000,0;2250,0;1100,0;2200,0;von EG zu Tunnel;2100,0;284012126;ZS2;13,03104903;52,31635055;AUFZUG EG - PTU;Regionalverkehr
;04306;Nauen;Bahnsteig Gleis 2;10472746;Az Gl. 2 Fabrik.Nr.:284010029;14641;Nauen;BSTG 2 ZUR UNTERFÜHRUNG;Thyssen Krupp;2011;Personenaufzüge;SEIL;2,0;1,0;1,0;1,0;5,5;BSTG ENDE;1000,0;BSTG ENDE;1000,0;2200,0;1150,0;2100,0;zu Gleis 2;2000,0;284010029;ZS2;12,8854354;52,6126698;AUFZUG GLEIS 2;Regionalverkehr
;;;Bahnsteig Gleis 5/6;10472744;Az Gl. 5/6 Fabrik.Nr.:284010030;14641;Nauen;BSTG 5/6 ZUR UNTERFÜHRUNG;Thyssen Krupp;2011;Personenaufzüge;SEIL;2,0;1,0;1,0;1,0;5,5;BSTG ENDE;1000,0;BSTG ENDE;1000,0;2200,0;1150,0;2100,0;zu Gleis 5/6;2000,0;284010030;ZS2;12,8855561;52,6128636;AUFZUG GLEIS 5/6;Regionalverkehr
;04446;Neustadt (Dosse);Bahnhofsvorplatz  Ausg.Kamphler Str.;10096755;Az PTU zu Ausgang Fabrik.Nr.:315042;16845;Neustadt (Dosse);PTU UND KAMPHELERSTR.;Schindler GmbH;1999;Personenaufzüge;HYDRAULISCH;2,0;2,0;2,0;0,43;4,16;BSTG 4/5 UND PTU;1025,0;BSTG 4/5 UND PTU;905,0;2350,0;1150,0;2150,0;zu Gleis 4/5;2100,0;315042;ZS2;12,45078955;52,85299747;AUFZUG Vorplatz;Regionalverkehr
;;;Bahnsteig 1;10096753;Az Gl. 1 Fabrik.Nr.:315040;16845;Neustadt (Dosse);PTU ZUM BAHNSTEIG 1;Schindler GmbH;1999;Personenaufzüge;HYDRAULISCH;2,0;2,0;2,0;0,43;4,8;ZUGANG ZUR STADT BSTG 1 U. PTU;1025,0;ZUGANG ZUR STADT BSTG 1 U. PTU;905,0;2350,0;1150,0;2150,0;zu Gleis 1;2100,0;315040;ZS2;12,4505286;52,8527833;AUFZUG GLEIS 1;Regionalverkehr
;;;Bahnsteig 2/3;10096754;Az Gl. 2/3 Fabrik.Nr.:315041;16845;Neustadt (Dosse);BAHNSTEIG 2/3 UND PTU;Schindler GmbH;1999;Personenaufzüge;HYDRAULISCH;2,0;2,0;2,0;0,45;4,8;BSTG 2/3 U. PTU;630,0;BSTG 2/3 U. PTU;905,0;1470,0;1110,0;2150,0;zu Gleis 2/3;2100,0;315041;ZS2;12,4507284;52,8528444;AUFZUG GLEIS 2/3;Regionalverkehr
;04777;Oranienburg;Bahnsteig B GL 26/28;10049573;Az Fabr. Nr. 244 099 710;16515;Oranienburg;BSTG GL 26/28 ZUR PU;Thyssen Krupp;1999;Personenaufzüge;HYDRAULISCH;2,0;1,0;2,0;0,5;4,520000000000001;NEBEN;1425,0;"GL 26/28 ; PU";1000,0;2100,0;1400,0;2300,0;zu Gleis 26/28;2100,0;244099710;ZS2;13,2488812;52,7544165;;Regionalverkehr
;;;Bahnsteig C GL 20/24;10049567;Az Fabr. Nr. 244 099 711;16515;Oranienburg;BSTG GL 20/24 ZUR PU;Thyssen Krupp;1999;Personenaufzüge;HYDRAULISCH;2,0;1,0;2,0;0,5;4,520000000000001;NEBEN;1425,0;"GL 20/24; PU";1000,0;2100,0;1400,0;2300,0;zu Gleis 20/24;2100,0;244099711;ZS2;13,2490743;52,7544697;;Regionalverkehr
;;;S-Bahnsteig A GL 30/32;10049574;Az Fabr. Nr. 244 099 709;16515;Oranienburg;BSTG 30/32 ZUR EMPFANGSHALLE/U;Thyssen Krupp;1999;Personenaufzüge;HYDRAULISCH;3,0;2,0;3,0;0,5;7,12;INNEN;1425,0;"GL 30/32 ; EMPFANGSHALLE/ UG";1000,0;2060,0;1400,0;2300,0;zu Gleis 30/32 (S-Bahn);2100,0;244099709;ZS2;13,2485725;52,7543684;;S-Bahn
;05010;Potsdam Charlottenhof;Bahnsteig 1 Ri Brandenburg;10483531;Az Gl. 1 Fabr.Nr.:284013003;14471;Potsdam;BSTG.1 RI.BRANDENBURG;ThyssenKrupp Aufzüge GmbH;2014;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;6,255;BSTG ENDE;1050,0;BSTG ENDE;1000,0;2200,0;1100,0;2200,0;zu Gleis 1;2000,0;284013003;ZS2;13,0365777;52,3928818;AUFZUG GLEIS 1;Regionalverkehr
;;;Bahnsteig 2 Ri Potsdam;10483532;Az Gl. 2 Fabr.Nr.:284013004;14471;Potsdam;BSTG. 2 RI.POTSDAM;Thyssen Krupp;2014;Personenaufzüge;SEIL;2,0;2,0;2,0;1,0;6,255;BSTG ENDE;1050,0;BSTG ENDE;1000,0;2200,0;1100,0;2200,0;zu Gleis 2;2000,0;284013004;ZS2;13,036589;52,3927145;AUFZUG GLEIS 2;Regionalverkehr
;05012;Potsdam Hbf;Inselbahnsteig, Gleis 2/4 (B);10075344;Az Gl. 2/4 Fabrik.Nr.:1352138;14473;Potsdam;BSTG 2/4 ZUR SPANGE;Kone;2000;Personenaufzüge;HYDRAULISCH;2,0;1,0;2,0;0,45;6,365;BSTG MITTE;1000,0;BSTG MITTE;1000,0;2200,0;1100,0;2200,0;zu Gleis 2/4;2100,0;1352138;ZS2;13,0667026;52,3914437;Aufzug Gleis 2 / 4;Fern- und Regionalverkehr
;;;Inselbahnsteig, Gleis 6/7 (C);10075266;Az Gl. 6/7 Fabrik.Nr.:1352139;14473;Potsdam;BSTG 6/7 ZUR SPANGE;Kone;2000;Personenaufzüge;HYDRAULISCH;2,0;1,0;2,0;0,45;6,165;BSTG MITTE;1000,0;BSTG MITTE;1000,0;2200,0;1150,0;2200,0;zu Gleis 6/7;2100,0;1352139;ZS2;13,0667351;52,3917825;Aufzug Gleis 6 / 7;S - Bahn
;05015;Potsdam Park Sanssouci;Hausbahnsteig Gl.1 Ri. Brandenburg;10464320;Az Gl. 1 Fabrik.Nr.:284011100;14471;Potsdam;BSTG 1 ZUR UNTERFÜHRUNG;Thyssen Krupp;2012;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;4,5;BSTG ENDE;1000,0;BSTG ENDE;1000,0;2200,0;1150,0;2100,0;zu Gleis 1;2000,0;284011100;ZS2;13,0156662;52,3937595;AUFZUG GLEIS 1;Regionalverkehr
;;;Inselbahnsteig Gl. 2/4 Ri. Potsdam;10464321;Az Gl. 2/4 Fabrik.Nr.:284011101;14471;Potsdam;BSTG 2/4 ZUR UNTERFÜHRUNG;Thyssen Krupp;2012;Personenaufzüge;SEIL;2,0;1,0;2,0;1,0;4,5;BSTG ENDE;1000,0;BSTG ENDE;1000,0;2200,0;1150,0;2100,0;zu Gleis 2/4;2000,0;284011101;ZS2;13,0155707;52,3936352;AUFZUG GLEIS 2 / 4;Regionalverkehr
